,0
749,consirable
750,conoco
751,reeserves
752,owership
753,kaplan
754,cclr
755,neuman
756,cuhney
757,agrnomics
758,venango
759,gallaher
760,zincor
761,pinochet
762,authorised
763,reopend
764,idd
765,thulin
766,nsic
767,agf
768,unie
769,iwc
770,nrt
771,jepson
772,tunis
773,pwm
774,dhulz
775,noverco
776,burgdorff
777,oelmuehle
778,wolfgang
779,itxi
780,qlty
781,plantronics
782,expecetd
783,midmississippi
784,qant
785,halbert
786,herbicidesand
787,magellan
788,instron
789,bancorporation
790,keizai
791,woc
792,xcel
793,sybron
794,bjic
795,telzrow
796,junger
797,bache
798,polimeri
799,celina
800,nikolai
801,jens
802,perwira
803,towbin
804,leao
805,cattani
806,baybanks
807,shipmet
808,bfo
809,majeire
810,learnt
811,kra
812,sssv
813,borneo
814,reinosa
815,kapsis
816,rosskopf
817,hldr
818,markest
819,froces
820,ohsc
821,neoax
822,townson
823,goodmark
824,tcby
825,psg
826,brazils
827,kertih
828,nippert
829,mclain
830,previuosly
831,shelbourne
832,vof
833,mcrib
834,hongkong
835,ciego
836,protit
837,equa
838,cordoba
839,underwaty
840,astec
841,melamed
842,krelitz
843,hbe
844,australs
845,renato
846,pecn
847,delors
848,yergin
849,fleischer
850,glasstite
851,kistler
852,medecines
853,olieselskab
854,midsouth
855,acst
856,sedgwick
857,plaintifs
858,laargest
859,kcsi
860,gsti
861,uccel
862,atico
863,pagecorp
864,nemours
865,gnt
866,sumun
867,olivetti
868,pinapple
869,fsis
870,confidata
871,ftl
872,atrc
873,krueger
874,henk
875,endotronics
876,cxrl
877,borge
878,ladenburg
879,situatin
880,utilised
881,lesly
882,bfg
883,ciro
884,wkr
885,oglethorpe
886,nmg
887,genl
888,bregman
889,macrum
890,okubo
891,ffsm
892,canron
893,pmsc
894,mulroney
895,intek
896,grif
897,wirtschaftswoche
898,opertations
899,plt
900,agreemats
901,basix
902,cbt
903,tkr
904,balladur
905,tigtened
906,uic
907,vse
908,krlz
909,elstein
910,wifo
911,vigrously
912,montedision
913,inoperation
914,avp
915,cke
916,murata
917,marplan
918,spiralling
919,rpi
920,ivanhoe
921,axilrod
922,shandwick
923,blanketted
924,frans
925,cbe
926,glt
927,nsb
928,bii
929,odeon
930,granma
931,sdhr
932,atpi
933,slt
934,meixian
935,dickinson
936,deleware
937,queenstown
938,wnn
939,saur
940,burkhard
941,wilfred
942,mckibbin
943,ssss
944,tcw
945,sutliff
946,phbk
947,halcon
948,amx
949,euromoney
950,borc
951,reorganisation
952,unimar
953,gll
954,fwes
955,healthco
956,fukukawa
957,margoshes
958,dbrn
959,kouame
960,mccormack
961,pruducts
962,saarland
963,rothschilds
964,grantes
965,axe
966,comecon
967,peistner
968,shsb
969,mtrx
970,bothnia
971,transkei
972,tecogen
973,herrington
974,strenger
975,digigraphic
976,unipack
977,mcdy
978,harmonising
979,salvador
980,dorgan
981,sleepeeze
982,indepndent
983,aquitaine
984,nrm
985,vsevolod
986,safeco
987,paradyine
988,pscx
989,oec
990,metzenbaum
991,markka
992,gotoh
993,taunton
994,faisal
995,pimary
996,slifer
997,cyacq
998,oeprations
999,barwon
1000,primark
1001,nsh
1002,mahd
1003,virgil
1004,substaintial
1005,wix
1006,sanwa
1007,mielke
1008,seetransport
1009,exorted
1010,khalaf
1011,millipore
1012,holsten
1013,continentale
1014,mtx
1015,luby
1016,nfsf
1017,bernardino
1018,hss
1019,frabrication
1020,curitiba
1021,helle
1022,bergdorf
1023,ajusted
1024,wirsbo
1025,rerefiner
1026,benel
1027,suratanakaweekul
1028,etienne
1029,octoer
1030,dattel
1031,cyril
1032,lvt
1033,coooperate
1034,comsat
1035,pii
1036,iae
1037,ciif
1038,bramalea
1039,macluan
1040,pemex
1041,unsworth
1042,diversitech
1043,ouptut
1044,halldor
1045,jiangsu
1046,petronor
1047,secruties
1048,nhci
1049,porsches
1050,wellcome
1051,papuan
1052,kanasa
1053,autospa
1054,odetics
1055,karlsruhe
1056,jcp
1057,alcoma
1058,georg
1059,soaf
1060,crink
1061,grph
1062,paraguay
1063,circon
1064,intertechnology
1065,spip
1066,crn
1067,naturalite
1068,brougher
1069,telecomputing
1070,wle
1071,maryann
1072,galanter
1073,mcfarland
1074,cleopa
1075,fip
1076,mtech
1077,fao
1078,szynkarsky
1079,ldn
1080,fiot
1081,hanke
1082,kingsbridge
1083,ageing
1084,csbn
1085,immucor
1086,monod
1087,viktor
1088,annualised
1089,tanura
1090,smoerbukk
1091,shareby
1092,finlays
1093,ctn
1094,raffinage
1095,ctyn
1096,xib
1097,ettore
1098,nvid
1099,minimised
1100,dynavision
1101,almir
1102,delfino
1103,sarnia
1104,ezzedine
1105,infusaid
1106,hilke
1107,ocf
1108,perini
1109,unitrode
1110,underutilised
1111,trustcorp
1112,lxbk
1113,chrobok
1114,nln
1115,promedico
1116,yasuhiro
1117,courtaulds
1118,jaimie
1119,cnb
1120,deloitte
1121,industrialsed
1122,eduard
1123,puat
1124,dekuyper
1125,managua
1126,evanston
1127,bensenville
1128,kingsley
1129,reafforestation
1130,bowcan
1131,barnstead
1132,summerfallow
1133,cereais
1134,mgdvf
1135,somc
1136,industrialisation
1137,metall
1138,scitex
1139,rni
1140,nfa
1141,sdrs
1142,intneds
1143,kloeckner
1144,befire
1145,derlan
1146,luigi
1147,sedco
1148,rydin
1149,benderly
1150,esca
1151,universdal
1152,operationswas
1153,dedham
1154,atorino
1155,bayerische
1156,rubens
1157,lme
1158,deltaus
1159,reventador
1160,suchard
1161,markey
1162,valorem
1163,datarex
1164,petroleums
1165,stanlow
1166,filtrona
1167,antioquia
1168,psbk
1169,potetnital
1170,coceral
1171,feltex
1172,eppler
1173,essxa
1174,fixman
1175,preseving
1176,finalco
1177,waseda
1178,dataproducts
1179,tranaction
1180,malapai
1181,siaahan
1182,weintraub
1183,spectradyne
1184,gosagroprom
1185,tirr
1186,sfas
1187,anglia
1188,keswick
1189,hormel
1190,omco
1191,acquyire
1192,bazoli
1193,infe
1194,huashan
1195,hmx
1196,izvestia
1197,inp
1198,chiyojima
1199,tapie
1200,prm
1201,adqeuate
1202,stangeland
1203,cnpc
1204,icch
1205,tlam
1206,malvern
1207,hurghada
1208,systemone
1209,bankamerica
1210,fssl
1211,hiap
1212,portuguse
1213,supplie
1214,organise
1215,mmblf
1216,maringa
1217,timah
1218,sekiyukagaku
1219,snw
1220,kyodo
1221,herley
1222,bkla
1223,friedrichs
1224,metex
1225,dslt
1226,wertheim
1227,coloroll
1228,simao
1229,kbh
1230,southam
1231,guasare
1232,moines
1233,rpch
1234,scientifics
1235,lindner
1236,mombasa
1237,afcx
1238,parital
1239,ruiz
1240,swissair
1241,gevaert
1242,repreentatives
1243,pansophic
1244,macgregor
1245,florestais
1246,nichemen
1247,kuroski
1248,unimedia
1249,auxiliaire
1250,manaspas
1251,asahan
1252,emcf
1253,pomona
1254,concepcion
1255,medco
1256,rionda
1257,cch
1258,suppoort
1259,orbis
1260,mpmts
1261,bcv
1262,clc
1263,rci
1264,finalised
1265,firestone
1266,anzola
1267,bjoern
1268,rgis
1269,kpk
1270,mikr
1271,liberia
1272,sasles
1273,hfet
1274,ffmy
1275,signtech
1276,natsuo
1277,forstall
1278,sugarman
1279,rbk
1280,antc
1281,pagex
1282,grandmarais
1283,gvmi
1284,verzekering
1285,lorne
1286,ustr
1287,bdep
1288,investming
1289,koki
1290,amylum
1291,bgenf
1292,smni
1293,zeitung
1294,fwf
1295,perpich
1296,kirkuk
1297,kheng
1298,ibge
1299,cayacq
1300,doherty
1301,bolivia
1302,uai
1303,uncanned
1304,ademco
1305,perconal
1306,beaumont
1307,clarostat
1308,methb
1309,sheraton
1310,redemtion
1311,geismar
1312,tanzania
1313,mcandrews
1314,pciac
1315,welltech
1316,matthey
1317,conseco
1318,chattanooga
1319,laurentiis
1320,omnicom
1321,versis
1322,bdc
1323,hlt
1324,yantai
1325,thl
1326,liaoning
1327,modernisation
1328,viatech
1329,travelled
1330,kerna
1331,ferranti
1332,gosper
1333,rwanda
1334,rtc
1335,gfi
1336,mirdha
1337,hokanson
1338,graco
1339,lefebvre
1340,kilometres
1341,suzaki
1342,envs
1343,trw
1344,hazelhoff
1345,hrmn
1346,plit
1347,puisaye
1348,labouring
1349,idel
1350,tlexf
1351,reexported
1352,butterwick
1353,roxy
1354,freightways
1355,aec
1356,gwinnett
1357,masy
1358,bbks
1359,brunei
1360,papierfabrieken
1361,dumont
1362,deak
1363,glgvf
1364,mftn
1365,gti
1366,gaeo
1367,sarcinelli
1368,majr
1369,agrico
1370,saii
1371,timechartering
1372,wedgestone
1373,callicoon
1374,kreir
1375,adddition
1376,ivlev
1377,powr
1378,vrln
1379,boart
1380,amdc
1381,equalisation
1382,utp
1383,gilliam
1384,enercon
1385,stifel
1386,endeavours
1387,coittee
1388,amerford
1389,poct
1390,subisdies
1391,equion
1392,disdmutase
1393,piks
1394,odour
1395,asscess
1396,siracusa
1397,buttrose
1398,snettisham
1399,ivaco
1400,codelco
1401,markwart
1402,cascavel
1403,pengo
1404,naccowlah
1405,emco
1406,crmr
1407,moulinex
1408,itoh
1409,ropak
1410,chernobyl
1411,sherwood
1412,hiltzheimer
1413,sete
1414,witbank
1415,pennzoil
1416,rcot
1417,recamp
1418,panamerica
1419,rashadat
1420,lonrho
1421,xebc
1422,oruro
1423,muenchener
1424,srg
1425,bootle
1426,fsical
1427,strb
1428,walgreen
1429,intellicorp
1430,lvi
1431,lotoquik
1432,hygeia
1433,egl
1434,bsii
1435,shaanxi
1436,luzon
1437,tdy
1438,tdri
1439,redekop
1440,guadalco
1441,madeco
1442,elser
1443,montedison
1444,fdx
1445,bhagat
1446,makoto
1447,mccrory
1448,wehat
1449,harilaos
1450,verhofstadt
1451,sesostris
1452,akira
1453,uniuts
1454,minimising
1455,nixdorf
1456,hofer
1457,honoured
1458,cecil
1459,nppc
1460,anat
1461,sxi
1462,caspar
1463,kawakami
1464,svz
1465,nhmo
1466,comerica
1467,weinblatt
1468,temperton
1469,teeco
1470,spectran
1471,fijian
1472,mcfadden
1473,musicland
1474,echlin
1475,davignon
1476,mattel
1477,measor
1478,firstg
1479,refelcted
1480,mct
1481,admininistrative
1482,ibk
1483,mangood
1484,kimberley
1485,ecf
1486,matsui
1487,digiorgio
1488,neale
1489,kaen
1490,qtow
1491,inverness
1492,danville
1493,gundie
1494,laservideo
1495,ceuta
1496,distron
1497,riased
1498,horne
1499,teberebie
1500,cinram
1501,voplex
1502,mediq
1503,havanonda
1504,tianjin
1505,kearn
1506,haruo
1507,ampex
1508,coppernickle
1509,suthee
1510,hissene
1511,mancuso
1512,criticising
1513,augat
1514,shipshewana
1515,greenberg
1516,asiatic
1517,itw
1518,ansett
1519,shex
1520,rmi
1521,varzi
1522,luverne
1523,boesky
1524,ptrk
1525,absb
1526,binion
1527,dependant
1528,wickersham
1529,volga
1530,esy
1531,metalicos
1532,corportion
1533,redlake
1534,bradstreet
1535,koba
1536,fcy
1537,akron
1538,emphasise
1539,wsc
1540,csec
1541,bastia
1542,nisker
1543,dardanelles
1544,crrc
1545,rsgi
1546,aelna
1547,archibold
1548,sodbuster
1549,maputo
1550,airmotive
1551,beatrice
1552,purra
1553,rhode
1554,telecharge
1555,ubcp
1556,biltmore
1557,bradenton
1558,matsunaga
1559,pcr
1560,baqeri
1561,stodgell
1562,liquers
1563,armand
1564,rsto
1565,burndy
1566,menlo
1567,mcguinness
1568,mineo
1569,redel
1570,cattlemens
1571,matto
1572,comstock
1573,chartwell
1574,laydays
1575,zimoil
1576,soleley
1577,btrl
1578,vereinwest
1579,oprating
1580,eurocapital
1581,centralising
1582,anz
1583,zahnradfabrik
1584,fairview
1585,interenational
1586,castelo
1587,cfix
1588,kellwood
1589,solr
1590,lindenberg
1591,kerin
1592,osborne
1593,gienow
1594,atoka
1595,wco
1596,redstone
1597,cban
1598,honduras
1599,comissaria
1600,hmdy
1601,labouisse
1602,cerier
1603,obolensky
1604,bedevilling
1605,mitterrand
1606,salant
1607,waterhouse
1608,jwc
1609,spartacus
1610,junius
1611,rcm
1612,fefac
1613,guzman
1614,northstar
1615,benguet
1616,crlnf
1617,expieration
1618,bkn
1619,mrbl
1620,kollmorgen
1621,repal
1622,gleneagles
1623,kuwaitis
1624,yangtze
1625,votuporanga
1626,soria
1627,jcbs
1628,imasco
1629,franciso
1630,jenrette
1631,clausen
1632,publicise
1633,prtax
1634,sumitomo
1635,holllinger
1636,kjell
1637,meru
1638,rrt
1639,gingerich
1640,estatal
1641,remillers
1642,sarji
1643,ldbrinkman
1644,olson
1645,genova
1646,cistron
1647,maracaibo
1648,aritech
1649,texsun
1650,monmouth
1651,ofp
1652,taggart
1653,hanns
1654,dsy
1655,equimark
1656,dominguez
1657,rosebay
1658,gradoville
1659,macmillan
1660,bassiouni
1661,duth
1662,modx
1663,rigolleau
1664,moulding
1665,maclaine
1666,benbow
1667,swb
1668,shabwa
1669,winland
1670,norwood
1671,aztc
1672,eyskens
1673,pohang
1674,prauge
1675,burnudi
1676,mcv
1677,reafffirm
1678,mcorp
1679,cspi
1680,eurostat
1681,nanticoke
1682,telecontrol
1683,vgca
1684,sucocitrico
1685,companyt
1686,talyzin
1687,sockerfabriks
1688,respectviely
1689,xingang
1690,intercon
1691,birdsboro
1692,primagaz
1693,unassumed
1694,doj
1695,beih
1696,jiyun
1697,shuwa
1698,stanwell
1699,reiseforsikring
1700,egpc
1701,gkn
1702,farmitalia
1703,ictm
1704,pharmacontrol
1705,angl
1706,qustion
1707,estenssoro
1708,usbc
1709,durango
1710,amag
1711,reshadat
1712,mtsr
1713,andersson
1714,porex
1715,phph
1716,shipley
1717,saxif
1718,rafidain
1719,capistrano
1720,comminuique
1721,ecusta
1722,kaufel
1723,marcxh
1724,milford
1725,oshm
1726,wirebar
1727,dls
1728,tsr
1729,casy
1730,croesus
1731,ssbk
1732,valtek
1733,karsten
1734,enterra
1735,carlucci
1736,englebright
1737,stalon
1738,abeles
1739,mcrae
1740,bacp
1741,midivest
1742,lozada
1743,plocek
1744,inundative
1745,bentsen
1746,sfe
1747,wenatchee
1748,ibj
1749,atim
1750,klootwijk
1751,galo
1752,everly
1753,receiveable
1754,taft
1755,durenberger
1756,necochea
1757,duim
1758,aerotech
1759,hfl
1760,statfjord
1761,glaxo
1762,benham
1763,jewelmasters
1764,bellmon
1765,ahth
1766,bouses
1767,zico
1768,squibb
1769,buhindi
1770,biac
1771,frederik
1772,trieste
1773,frn
1774,staffan
1775,maximium
1776,stc
1777,acmex
1778,ccxn
1779,iinc
1780,msai
1781,bkb
1782,dtsi
1783,mozambican
1784,arne
1785,theatres
1786,maurizio
1787,ggfh
1788,ghw
1789,dapn
1790,avaq
1791,budd
1792,xovr
1793,jinfeng
1794,reserveshelped
1795,newgotiated
1796,qpon
1797,altschul
1798,slv
1799,hurriyet
1800,cookeville
1801,symtron
1802,scms
1803,jwi
1804,permanenty
1805,jalc
1806,ckl
1807,ruvuma
1808,nastro
1809,heymann
1810,satisfacotry
1811,mccrann
1812,monson
1813,herpolsheimer
1814,lome
1815,scicom
1816,cristobal
1817,jhsn
1818,efps
1819,emr
1820,fondiaria
1821,kwd
1822,kevan
1823,rahr
1824,mauritius
1825,ameribanc
1826,ptras
1827,nwl
1828,panin
1829,revmac
1830,matra
1831,aileen
1832,fslic
1833,saatchi
1834,iberica
1835,chd
1836,enapal
1837,shoup
1838,busan
1839,cityquest
1840,csw
1841,mogn
1842,viermetz
1843,sbk
1844,nssi
1845,semiconducteurs
1846,abp
1847,jeopardised
1848,mosier
1849,shanker
1850,nowshahr
1851,bralorne
1852,propuced
1853,biopool
1854,tunisia
1855,andean
1856,sime
1857,domtar
1858,kiena
1859,bedell
1860,viner
1861,ujb
1862,slaine
1863,wrightson
1864,enuc
1865,wrather
1866,mlx
1867,pretoria
1868,fnni
1869,bloedel
1870,tbn
1871,enrique
1872,nikitas
1873,alvear
1874,shearon
1875,clx
1876,pharmacia
1877,norhteast
1878,khadeir
1879,virazole
1880,cigra
1881,trizec
1882,krugerrand
1883,belstead
1884,agpm
1885,timoci
1886,environmmental
1887,bejam
1888,lloyds
1889,damascus
1890,barbados
1891,allergan
1892,fonderen
1893,datamag
1894,schroeder
1895,anitec
1896,mutsuki
1897,janatha
1898,asturiana
1899,flucuation
1900,ifg
1901,nowruz
1902,pnre
1903,rrco
1904,tregurtha
1905,euronotes
1906,deneuve
1907,herington
1908,canterra
1909,recognised
1910,carlsson
1911,shipholding
1912,citroen
1913,eastcan
1914,recnogized
1915,opelika
1916,koerner
1917,kuykenball
1918,morbelli
1919,seekiong
1920,lukman
1921,anatolian
1922,weritedown
1923,shopuld
1924,emh
1925,ldco
1926,chemfix
1927,frns
1928,bunu
1929,communciate
1930,gruenberg
1931,mattson
1932,noranda
1933,fishoil
1934,bennack
1935,gaspar
1936,rsch
1937,boksburg
1938,contran
1939,paranam
1940,norstar
1941,solters
1942,tractebel
1943,kerir
1944,skfr
1945,turgut
1946,ccom
1947,abms
1948,tinco
1949,grandmet
1950,unzan
1951,takahashi
1952,tengelmann
1953,attilio
1954,powercise
1955,stopout
1956,comshare
1957,taketomi
1958,bellet
1959,plab
1960,ghent
1961,mca
1962,crcm
1963,nantes
1964,flae
1965,kirschner
1966,aproximates
1967,acuqired
1968,leftwich
1969,gggg
1970,blasius
1971,resrouces
1972,kaltenbacher
1973,tetsuya
1974,financieres
1975,westwego
1976,skb
1977,ivanov
1978,dlta
1979,girozentrale
1980,eyton
1981,jovanovich
1982,yld
1983,llsi
1984,yaacobi
1985,kuhlmann
1986,zaire
1987,earnngs
1988,liban
1989,mischer
1990,cbtf
1991,matsushita
1992,southernnet
1993,breakdwon
1994,abdullah
1995,wehler
1996,brandman
1997,centronic
1998,kelman
1999,australasian
2000,knuettel
2001,quintales
2002,wanamaker
2003,roussos
2004,crdn
2005,hussmann
2006,authorising
2007,datron
2008,buffton
2009,walb
2010,eavkf
2011,duvel
2012,optioon
2013,dedramatising
2014,kresge
2015,fintel
2016,backwardations
2017,aslambeck
2018,hausereman
2019,ufcwu
2020,solita
2021,belden
2022,ransburg
2023,missapropriated
2024,emhart
2025,copperweld
2026,unriq
2027,neuflize
2028,dlres
2029,welbilt
